week_start,store_id,sku_id,on_hand_units,safety_stock,reorder_point
2024-01-15,S060,SKU0244,16,5,20
2024-01-15,S060,SKU0050,19,5,20
2024-01-15,S060,SKU0179,9,3,11
2024-01-15,S060,SKU0072,19,5,20
2024-01-15,S060,SKU0088,15,5,20
2024-01-15,S060,SKU0126,25,5,20
2024-01-15,S060,SKU0013,3,2,7
2024-01-15,S060,SKU0121,30,5,20
2024-01-15,S060,SKU0196,5,5,20
2024-01-15,S060,SKU0215,8,2,7
2024-01-15,S060,SKU0162,14,3,11
2024-01-15,S060,SKU0087,9,2,7
2024-01-15,S060,SKU0247,8,5,20
2024-01-15,S060,SKU0095,25,5,20
2024-01-15,S060,SKU0142,17,5,20
2024-01-15,S060,SKU0089,19,5,20
2024-01-15,S060,SKU0140,24,5,20
2024-01-15,S060,SKU0027,16,5,20
2024-01-15,S060,SKU0238,6,2,7
2024-01-15,S060,SKU0039,12,5,20
2024-01-15,S060,SKU0031,5,2,7
2024-01-15,S060,SKU0224,7,3,11
2024-01-15,S060,SKU0193,32,5,20
2024-01-15,S060,SKU0167,8,3,11
2024-01-15,S060,SKU0146,14,5,20
2024-01-15,S060,SKU0064,8,2,7
2024-01-15,S060,SKU0010,20,5,20
2024-01-15,S061,SKU0015,6,5,20
2024-01-15,S061,SKU0144,15,5,20
2024-01-15,S061,SKU0158,3,2,7
2024-01-15,S061,SKU0192,14,5,20
2024-01-15,S061,SKU0037,21,5,20
2024-01-15,S061,SKU0117,5,2,7
2024-01-15,S061,SKU0213,13,5,20
2024-01-15,S061,SKU0200,27,5,20
2024-01-15,S061,SKU0042,13,3,11
2024-01-15,S061,SKU0022,16,5,20
2024-01-15,S061,SKU0136,17,5,20
2024-01-15,S061,SKU0219,9,3,11
2024-01-15,S061,SKU0156,2,2,7
2024-01-15,S061,SKU0111,8,5,20
2024-01-15,S061,SKU0092,2,2,7
2024-01-15,S061,SKU0074,18,5,20
2024-01-15,S061,SKU0102,8,2,7
2024-01-15,S061,SKU0021,4,2,7
2024-01-15,S061,SKU0029,32,5,20
2024-01-15,S061,SKU0141,22,5,20
2024-01-15,S061,SKU0126,16,5,20
2024-01-15,S061,SKU0087,11,2,7
2024-01-15,S061,SKU0084,16,5,20
2024-01-15,S061,SKU0188,12,5,20
2024-01-15,S061,SKU0166,28,5,20
2024-01-15,S061,SKU0064,7,2,7
2024-01-15,S061,SKU0099,10,5,20
2024-01-15,S061,SKU0094,20,5,20
2024-01-15,S061,SKU0080,8,2,7
2024-01-15,S061,SKU0072,24,5,20
2024-01-15,S062,SKU0036,4,3,12
2024-01-15,S062,SKU0135,9,3,12
2024-01-15,S062,SKU0028,17,3,12
2024-01-15,S062,SKU0087,5,2,5
2024-01-15,S062,SKU0186,5,2,5
2024-01-15,S062,SKU0233,12,2,7
2024-01-15,S062,SKU0042,3,2,7
2024-01-15,S062,SKU0073,5,2,7
2024-01-15,S062,SKU0146,6,3,12
2024-01-15,S062,SKU0229,4,2,5
2024-01-15,S062,SKU0100,8,2,7
2024-01-15,S062,SKU0033,12,3,12
2024-01-15,S062,SKU0092,3,2,5
2024-01-15,S062,SKU0031,5,2,5
2024-01-15,S062,SKU0199,16,3,12
2024-01-15,S062,SKU0104,5,2,7
2024-01-15,S062,SKU0071,14,3,12
2024-01-15,S062,SKU0094,10,3,12
2024-01-15,S062,SKU0147,11,3,12
2024-01-15,S062,SKU0084,13,3,12
2024-01-15,S062,SKU0211,6,2,5
2024-01-15,S062,SKU0205,11,3,12
2024-01-15,S062,SKU0163,15,3,12
2024-01-15,S062,SKU0141,6,3,12
2024-01-15,S062,SKU0220,18,3,12
2024-01-15,S062,SKU0127,7,3,12
2024-01-15,S062,SKU0246,11,2,7
2024-01-15,S062,SKU0016,7,3,12
2024-01-15,S062,SKU0009,10,3,12
2024-01-15,S062,SKU0188,9,3,12
2024-01-15,S063,SKU0173,22,5,20
2024-01-15,S063,SKU0133,21,5,20
2024-01-15,S063,SKU0024,1,3,11
2024-01-15,S063,SKU0110,9,3,11
2024-01-15,S063,SKU0219,2,3,11
2024-01-15,S063,SKU0134,19,5,20
2024-01-15,S063,SKU0084,15,5,20
2024-01-15,S063,SKU0166,27,5,20
2024-01-15,S063,SKU0190,10,5,20
2024-01-15,S063,SKU0224,14,3,11
2024-01-15,S063,SKU0053,4,2,7
2024-01-15,S063,SKU0007,3,2,7
2024-01-15,S063,SKU0079,21,5,20
2024-01-15,S063,SKU0114,30,5,20
2024-01-15,S063,SKU0185,5,2,7
2024-01-15,S063,SKU0236,8,3,11
2024-01-15,S063,SKU0175,24,5,20
2024-01-15,S063,SKU0237,13,5,20
2024-01-15,S063,SKU0148,21,5,20
2024-01-15,S063,SKU0140,19,5,20
2024-01-15,S063,SKU0245,12,5,20
2024-01-15,S063,SKU0097,21,5,20
2024-01-15,S063,SKU0230,15,5,20
2024-01-15,S063,SKU0132,19,3,11
2024-01-15,S063,SKU0233,12,3,11
2024-01-15,S063,SKU0205,15,5,20
2024-01-15,S063,SKU0119,16,5,20
2024-01-15,S063,SKU0050,19,5,20
2024-01-15,S063,SKU0074,15,5,20
2024-01-15,S063,SKU0149,27,5,20
2024-01-15,S064,SKU0190,21,5,20
2024-01-15,S064,SKU0076,28,5,20
2024-01-15,S064,SKU0072,25,5,20
2024-01-15,S064,SKU0041,17,5,20
2024-01-15,S064,SKU0066,1,5,20
2024-01-15,S064,SKU0033,32,5,20
2024-01-15,S064,SKU0151,14,3,11
2024-01-15,S064,SKU0235,6,3,11
2024-01-15,S064,SKU0015,34,5,20
2024-01-15,S064,SKU0147,26,5,20
2024-01-15,S064,SKU0211,7,2,7
2024-01-15,S064,SKU0111,12,5,20
2024-01-15,S064,SKU0226,7,3,11
2024-01-15,S064,SKU0026,13,5,20
2024-01-15,S064,SKU0044,26,5,20
2024-01-15,S064,SKU0223,12,2,7
2024-01-15,S064,SKU0090,13,5,20
2024-01-15,S064,SKU0249,17,5,20
2024-01-15,S064,SKU0061,5,2,7
2024-01-15,S064,SKU0203,31,5,20
2024-01-15,S064,SKU0102,8,2,7
2024-01-15,S064,SKU0220,24,5,20
2024-01-15,S064,SKU0079,14,5,20
2024-01-15,S064,SKU0130,17,5,20
2024-01-15,S064,SKU0086,27,5,20
2024-01-15,S064,SKU0139,6,2,7
2024-01-15,S064,SKU0238,9,2,7
2024-01-15,S064,SKU0205,14,5,20
2024-01-15,S064,SKU0019,17,3,11
2024-01-15,S064,SKU0184,19,5,20
2024-01-15,S065,SKU0235,11,3,11
2024-01-15,S065,SKU0234,20,5,20
2024-01-15,S065,SKU0023,6,3,11
2024-01-15,S065,SKU0214,4,3,11
2024-01-15,S065,SKU0026,23,5,20
2024-01-15,S065,SKU0129,23,5,20
2024-01-15,S065,SKU0232,23,5,20
2024-01-15,S065,SKU0162,7,3,11
2024-01-15,S065,SKU0208,7,2,7
2024-01-15,S065,SKU0147,20,5,20
2024-01-15,S065,SKU0112,21,5,20
2024-01-15,S065,SKU0090,19,5,20
2024-01-15,S065,SKU0064,6,2,7
2024-01-15,S065,SKU0194,6,3,11
2024-01-15,S065,SKU0010,21,5,20
2024-01-15,S065,SKU0144,22,5,20
2024-01-15,S065,SKU0096,4,2,7
2024-01-15,S065,SKU0122,3,2,7
2024-01-15,S065,SKU0246,13,3,11
2024-01-15,S065,SKU0030,5,2,7
2024-01-15,S065,SKU0230,18,5,20
2024-01-15,S065,SKU0037,10,5,20
2024-01-15,S065,SKU0139,9,2,7
2024-01-15,S065,SKU0076,25,5,20
2024-01-15,S065,SKU0211,11,2,7
2024-01-15,S065,SKU0071,15,5,20
2024-01-15,S065,SKU0049,4,2,7
2024-01-15,S065,SKU0065,8,2,7
2024-01-15,S065,SKU0134,31,5,20
2024-01-15,S065,SKU0056,10,2,7
2024-01-15,S066,SKU0109,14,3,12
2024-01-15,S066,SKU0115,12,3,12
2024-01-15,S066,SKU0138,13,3,12
2024-01-15,S066,SKU0068,16,3,12
2024-01-15,S066,SKU0078,6,2,5
2024-01-15,S066,SKU0063,16,3,12
2024-01-15,S066,SKU0173,15,3,12
2024-01-15,S066,SKU0102,5,2,5
2024-01-15,S066,SKU0023,5,2,7
2024-01-15,S066,SKU0070,17,3,12
2024-01-15,S066,SKU0041,20,3,12
2024-01-15,S066,SKU0158,6,2,5
2024-01-15,S066,SKU0038,8,3,12
2024-01-15,S066,SKU0157,11,3,12
2024-01-15,S066,SKU0147,10,3,12
2024-01-15,S066,SKU0243,21,3,12
2024-01-15,S066,SKU0187,18,3,12
2024-01-15,S066,SKU0007,6,2,5
2024-01-15,S066,SKU0247,15,3,12
2024-01-15,S066,SKU0098,8,3,12
2024-01-15,S066,SKU0126,10,3,12
2024-01-15,S066,SKU0164,6,3,12
2024-01-15,S066,SKU0093,11,3,12
2024-01-15,S066,SKU0092,3,2,5
2024-01-15,S066,SKU0004,2,2,5
2024-01-15,S066,SKU0135,12,3,12
2024-01-15,S066,SKU0200,14,3,12
2024-01-15,S066,SKU0087,2,2,5
2024-01-15,S066,SKU0052,14,3,12
2024-01-15,S066,SKU0089,11,3,12
2024-01-15,S067,SKU0063,11,5,20
2024-01-15,S067,SKU0244,14,5,20
2024-01-15,S067,SKU0173,13,5,20
2024-01-15,S067,SKU0172,23,5,20
2024-01-15,S067,SKU0055,7,2,7
2024-01-15,S067,SKU0152,3,3,11
2024-01-15,S067,SKU0167,6,3,11
2024-01-15,S067,SKU0038,15,5,20
2024-01-15,S067,SKU0031,3,2,7
2024-01-15,S067,SKU0161,11,5,20
2024-01-15,S067,SKU0221,15,5,20
2024-01-15,S067,SKU0090,7,5,20
2024-01-15,S067,SKU0242,8,2,7
2024-01-15,S067,SKU0037,23,5,20
2024-01-15,S067,SKU0030,9,2,7
2024-01-15,S067,SKU0087,8,2,7
2024-01-15,S067,SKU0094,25,5,20
2024-01-15,S067,SKU0193,15,5,20
2024-01-15,S067,SKU0200,16,5,20
2024-01-15,S067,SKU0114,6,5,20
2024-01-15,S067,SKU0095,12,5,20
2024-01-15,S067,SKU0162,9,3,11
2024-01-15,S067,SKU0047,25,5,20
2024-01-15,S067,SKU0163,8,5,20
2024-01-15,S067,SKU0001,3,2,7
2024-01-15,S067,SKU0014,8,3,11
2024-01-15,S067,SKU0148,12,5,20
2024-01-15,S067,SKU0125,11,5,20
2024-01-15,S067,SKU0216,9,2,7
2024-01-15,S067,SKU0235,8,3,11
2024-01-15,S068,SKU0031,4,2,5
2024-01-15,S068,SKU0126,13,3,12
2024-01-15,S068,SKU0042,8,2,7
2024-01-15,S068,SKU0177,14,3,12
2024-01-15,S068,SKU0207,3,3,12
2024-01-15,S068,SKU0238,2,2,5
2024-01-15,S068,SKU0108,13,3,12
2024-01-15,S068,SKU0243,10,3,12
2024-01-15,S068,SKU0203,9,3,12
2024-01-15,S068,SKU0157,14,3,12
2024-01-15,S068,SKU0133,11,3,12
2024-01-15,S068,SKU0168,5,2,7
2024-01-15,S068,SKU0065,3,2,5
2024-01-15,S068,SKU0049,5,2,5
2024-01-15,S068,SKU0085,14,3,12
2024-01-15,S068,SKU0040,2,2,5
2024-01-15,S068,SKU0027,7,3,12
2024-01-15,S068,SKU0099,5,3,12
2024-01-15,S068,SKU0061,8,2,5
2024-01-15,S068,SKU0219,6,2,7
2024-01-15,S068,SKU0139,3,2,5
2024-01-15,S068,SKU0196,7,3,12
2024-01-15,S068,SKU0225,10,3,12
2024-01-15,S068,SKU0178,12,2,7
2024-01-15,S068,SKU0156,5,2,5
2024-01-15,S068,SKU0212,13,3,12
2024-01-15,S068,SKU0191,7,2,7
2024-01-15,S068,SKU0200,8,3,12
2024-01-15,S068,SKU0032,9,2,7
2024-01-15,S068,SKU0067,6,3,12
2024-01-15,S069,SKU0016,6,3,12
2024-01-15,S069,SKU0062,6,3,12
2024-01-15,S069,SKU0226,5,2,7
2024-01-15,S069,SKU0041,10,3,12
2024-01-15,S069,SKU0030,5,2,5
2024-01-15,S069,SKU0100,7,2,7
2024-01-15,S069,SKU0181,9,2,7
2024-01-15,S069,SKU0233,3,2,7
2024-01-15,S069,SKU0101,9,2,7
2024-01-15,S069,SKU0108,23,3,12
2024-01-15,S069,SKU0211,4,2,5
2024-01-15,S069,SKU0187,1,3,12
2024-01-15,S069,SKU0055,4,2,5
2024-01-15,S069,SKU0118,6,2,5
2024-01-15,S069,SKU0241,6,2,7
2024-01-15,S069,SKU0006,6,2,7
2024-01-15,S069,SKU0082,5,3,12
2024-01-15,S069,SKU0130,13,3,12
2024-01-15,S069,SKU0159,5,2,5
2024-01-15,S069,SKU0218,7,3,12
2024-01-15,S069,SKU0014,3,2,7
2024-01-15,S069,SKU0050,15,3,12
2024-01-15,S069,SKU0115,20,3,12
2024-01-15,S069,SKU0074,7,3,12
2024-01-15,S069,SKU0184,12,3,12
2024-01-15,S069,SKU0004,4,2,5
2024-01-15,S069,SKU0025,5,2,5
2024-01-15,S069,SKU0093,5,3,12
2024-01-15,S069,SKU0139,6,2,5
2024-01-15,S069,SKU0068,14,3,12
2024-01-15,S070,SKU0125,12,5,20
2024-01-15,S070,SKU0049,6,2,7
2024-01-15,S070,SKU0017,15,5,20
2024-01-15,S070,SKU0227,9,5,20
2024-01-15,S070,SKU0100,12,3,11
2024-01-15,S070,SKU0179,5,3,11
2024-01-15,S070,SKU0220,17,5,20
2024-01-15,S070,SKU0045,8,3,11
2024-01-15,S070,SKU0135,26,5,20
2024-01-15,S070,SKU0205,21,5,20
2024-01-15,S070,SKU0217,33,5,20
2024-01-15,S070,SKU0066,16,5,20
2024-01-15,S070,SKU0090,14,5,20
2024-01-15,S070,SKU0093,25,5,20
2024-01-15,S070,SKU0224,10,3,11
2024-01-15,S070,SKU0070,14,5,20
2024-01-15,S070,SKU0042,7,3,11
2024-01-15,S070,SKU0211,5,2,7
2024-01-15,S070,SKU0228,20,5,20
2024-01-15,S070,SKU0249,18,5,20
2024-01-15,S070,SKU0079,11,5,20
2024-01-15,S070,SKU0051,10,5,20
2024-01-15,S070,SKU0200,8,5,20
2024-01-15,S070,SKU0026,14,5,20
2024-01-15,S070,SKU0036,21,5,20
2024-01-15,S070,SKU0104,11,3,11
2024-01-15,S070,SKU0147,17,5,20
2024-01-15,S070,SKU0198,11,3,11
2024-01-15,S070,SKU0098,15,5,20
2024-01-15,S070,SKU0215,9,2,7
2024-01-15,S071,SKU0158,2,2,5
2024-01-15,S071,SKU0042,8,2,7
2024-01-15,S071,SKU0093,15,3,12
2024-01-15,S071,SKU0206,4,3,12
2024-01-15,S071,SKU0002,7,3,12
2024-01-15,S071,SKU0047,13,3,12
2024-01-15,S071,SKU0022,9,3,12
2024-01-15,S071,SKU0225,5,3,12
2024-01-15,S071,SKU0199,15,3,12
2024-01-15,S071,SKU0049,6,2,5
2024-01-15,S071,SKU0040,4,2,5
2024-01-15,S071,SKU0096,6,2,5
2024-01-15,S071,SKU0168,9,2,7
2024-01-15,S071,SKU0180,7,2,5
2024-01-15,S071,SKU0066,17,3,12
2024-01-15,S071,SKU0192,11,3,12
2024-01-15,S071,SKU0204,15,3,12
2024-01-15,S071,SKU0202,6,2,7
2024-01-15,S071,SKU0240,12,3,12
2024-01-15,S071,SKU0081,7,2,5
2024-01-15,S071,SKU0008,3,2,5
2024-01-15,S071,SKU0201,4,2,5
2024-01-15,S071,SKU0063,13,3,12
2024-01-15,S071,SKU0230,10,3,12
2024-01-15,S071,SKU0178,4,2,7
2024-01-15,S071,SKU0070,12,3,12
2024-01-15,S071,SKU0118,2,2,5
2024-01-15,S071,SKU0181,7,2,7
2024-01-15,S071,SKU0088,12,3,12
2024-01-15,S071,SKU0163,8,3,12
2024-01-15,S072,SKU0003,3,2,7
2024-01-15,S072,SKU0004,6,2,5
2024-01-15,S072,SKU0215,6,2,5
2024-01-15,S072,SKU0089,14,3,12
2024-01-15,S072,SKU0246,13,2,7
2024-01-15,S072,SKU0079,1,3,12
2024-01-15,S072,SKU0233,6,2,7
2024-01-15,S072,SKU0122,3,2,5
2024-01-15,S072,SKU0147,14,3,12
2024-01-15,S072,SKU0015,12,3,12
2024-01-15,S072,SKU0226,5,2,7
2024-01-15,S072,SKU0165,9,3,12
2024-01-15,S072,SKU0027,9,3,12
2024-01-15,S072,SKU0135,14,3,12
2024-01-15,S072,SKU0065,4,2,5
2024-01-15,S072,SKU0144,11,3,12
2024-01-15,S072,SKU0044,8,3,12
2024-01-15,S072,SKU0053,4,2,5
2024-01-15,S072,SKU0141,16,3,12
2024-01-15,S072,SKU0040,4,2,5
2024-01-15,S072,SKU0197,7,3,12
2024-01-15,S072,SKU0201,6,2,5
2024-01-15,S072,SKU0238,5,2,5
2024-01-15,S072,SKU0175,16,3,12
2024-01-15,S072,SKU0183,10,3,12
2024-01-15,S072,SKU0241,5,2,7
2024-01-15,S072,SKU0133,17,3,12
2024-01-15,S072,SKU0196,12,3,12
2024-01-15,S072,SKU0174,8,2,7
2024-01-15,S072,SKU0131,10,3,12
2024-01-15,S073,SKU0188,13,3,12
2024-01-15,S073,SKU0229,6,2,5
2024-01-15,S073,SKU0007,6,2,5
2024-01-15,S073,SKU0080,5,2,5
2024-01-15,S073,SKU0216,8,2,5
2024-01-15,S073,SKU0042,7,2,7
2024-01-15,S073,SKU0051,12,3,12
2024-01-15,S073,SKU0220,9,3,12
2024-01-15,S073,SKU0071,9,3,12
2024-01-15,S073,SKU0224,8,2,7
2024-01-15,S073,SKU0157,21,3,12
2024-01-15,S073,SKU0067,10,3,12
2024-01-15,S073,SKU0169,0,3,12
2024-01-15,S073,SKU0187,15,3,12
2024-01-15,S073,SKU0100,4,2,7
2024-01-15,S073,SKU0103,14,3,12
2024-01-15,S073,SKU0006,8,2,7
2024-01-15,S073,SKU0231,8,3,12
2024-01-15,S073,SKU0041,10,3,12
2024-01-15,S073,SKU0153,5,3,12
2024-01-15,S073,SKU0185,3,2,5
2024-01-15,S073,SKU0145,15,3,12
2024-01-15,S073,SKU0150,10,3,12
2024-01-15,S073,SKU0001,2,2,5
2024-01-15,S073,SKU0070,7,3,12
2024-01-15,S073,SKU0079,8,3,12
2024-01-15,S073,SKU0225,15,3,12
2024-01-15,S073,SKU0016,6,3,12
2024-01-15,S073,SKU0072,9,3,12
2024-01-15,S073,SKU0054,4,2,5
2024-01-15,S074,SKU0249,7,3,12
2024-01-15,S074,SKU0179,8,2,7
2024-01-15,S074,SKU0182,5,2,7
2024-01-15,S074,SKU0019,9,2,7
2024-01-15,S074,SKU0088,9,3,12
2024-01-15,S074,SKU0178,8,2,7
2024-01-15,S074,SKU0129,9,3,12
2024-01-15,S074,SKU0066,21,3,12
2024-01-15,S074,SKU0197,12,3,12
2024-01-15,S074,SKU0185,4,2,5
2024-01-15,S074,SKU0123,5,3,12
2024-01-15,S074,SKU0222,8,3,12
2024-01-15,S074,SKU0025,5,2,5
2024-01-15,S074,SKU0166,8,3,12
2024-01-15,S074,SKU0101,7,2,7
2024-01-15,S074,SKU0181,10,2,7
2024-01-15,S074,SKU0016,15,3,12
2024-01-15,S074,SKU0128,13,3,12
2024-01-15,S074,SKU0089,6,3,12
2024-01-15,S074,SKU0007,7,2,5
2024-01-15,S074,SKU0052,6,3,12
2024-01-15,S074,SKU0151,7,2,7
2024-01-15,S074,SKU0146,11,3,12
2024-01-15,S074,SKU0231,7,3,12
2024-01-15,S074,SKU0119,5,3,12
2024-01-15,S074,SKU0144,10,3,12
2024-01-15,S074,SKU0237,14,3,12
2024-01-15,S074,SKU0085,20,3,12
2024-01-15,S074,SKU0018,12,3,12
2024-01-15,S074,SKU0242,1,2,5
2024-01-15,S075,SKU0091,14,5,20
2024-01-15,S075,SKU0107,20,5,20
2024-01-15,S075,SKU0155,10,5,20
2024-01-15,S075,SKU0059,16,5,20
2024-01-15,S075,SKU0141,27,5,20
2024-01-15,S075,SKU0125,18,5,20
2024-01-15,S075,SKU0012,14,3,11
2024-01-15,S075,SKU0092,6,2,7
2024-01-15,S075,SKU0148,21,5,20
2024-01-15,S075,SKU0195,7,5,20
2024-01-15,S075,SKU0117,7,2,7
2024-01-15,S075,SKU0100,14,3,11
2024-01-15,S075,SKU0087,4,2,7
2024-01-15,S075,SKU0032,10,3,11
2024-01-15,S075,SKU0180,9,2,7
2024-01-15,S075,SKU0128,23,5,20
2024-01-15,S075,SKU0009,21,5,20
2024-01-15,S075,SKU0049,5,2,7
2024-01-15,S075,SKU0187,16,5,20
2024-01-15,S075,SKU0133,24,5,20
2024-01-15,S075,SKU0137,6,3,11
2024-01-15,S075,SKU0154,17,5,20
2024-01-15,S075,SKU0222,15,5,20
2024-01-15,S075,SKU0024,15,3,11
2024-01-15,S075,SKU0090,20,5,20
2024-01-15,S075,SKU0157,16,5,20
2024-01-15,S075,SKU0040,6,2,7
2024-01-15,S075,SKU0219,10,3,11
2024-01-15,S075,SKU0118,8,2,7
2024-01-15,S075,SKU0244,23,5,20
2024-01-15,S076,SKU0186,11,2,7
2024-01-15,S076,SKU0165,25,5,20
2024-01-15,S076,SKU0103,25,5,20
2024-01-15,S076,SKU0045,10,3,11
2024-01-15,S076,SKU0080,10,2,7
2024-01-15,S076,SKU0180,5,2,7
2024-01-15,S076,SKU0067,17,5,20
2024-01-15,S076,SKU0040,5,2,7
2024-01-15,S076,SKU0005,15,5,20
2024-01-15,S076,SKU0024,15,3,11
2024-01-15,S076,SKU0036,7,5,20
2024-01-15,S076,SKU0242,11,2,7
2024-01-15,S076,SKU0071,21,5,20
2024-01-15,S076,SKU0028,10,5,20
2024-01-15,S076,SKU0113,20,5,20
2024-01-15,S076,SKU0092,6,2,7
2024-01-15,S076,SKU0152,1,3,11
2024-01-15,S076,SKU0190,18,5,20
2024-01-15,S076,SKU0214,11,3,11
2024-01-15,S076,SKU0230,19,5,20
2024-01-15,S076,SKU0216,8,2,7
2024-01-15,S076,SKU0009,25,5,20
2024-01-15,S076,SKU0245,16,5,20
2024-01-15,S076,SKU0087,14,2,7
2024-01-15,S076,SKU0146,22,5,20
2024-01-15,S076,SKU0111,22,5,20
2024-01-15,S076,SKU0224,9,3,11
2024-01-15,S076,SKU0010,25,5,20
2024-01-15,S076,SKU0150,5,5,20
2024-01-15,S076,SKU0161,25,5,20
2024-01-15,S077,SKU0161,26,5,20
2024-01-15,S077,SKU0003,7,3,11
2024-01-15,S077,SKU0015,7,5,20
2024-01-15,S077,SKU0016,8,5,20
2024-01-15,S077,SKU0230,17,5,20
2024-01-15,S077,SKU0102,9,2,7
2024-01-15,S077,SKU0165,16,5,20
2024-01-15,S077,SKU0245,21,5,20
2024-01-15,S077,SKU0174,9,3,11
2024-01-15,S077,SKU0108,20,5,20
2024-01-15,S077,SKU0082,20,5,20
2024-01-15,S077,SKU0048,11,5,20
2024-01-15,S077,SKU0065,9,2,7
2024-01-15,S077,SKU0042,16,3,11
2024-01-15,S077,SKU0235,9,3,11
2024-01-15,S077,SKU0144,17,5,20
2024-01-15,S077,SKU0212,11,5,20
2024-01-15,S077,SKU0020,7,2,7
2024-01-15,S077,SKU0097,29,5,20
2024-01-15,S077,SKU0002,17,5,20
2024-01-15,S077,SKU0130,10,5,20
2024-01-15,S077,SKU0071,9,5,20
2024-01-15,S077,SKU0126,26,5,20
2024-01-15,S077,SKU0037,12,5,20
2024-01-15,S077,SKU0208,7,2,7
2024-01-15,S077,SKU0043,6,2,7
2024-01-15,S077,SKU0214,11,3,11
2024-01-15,S077,SKU0219,13,3,11
2024-01-15,S077,SKU0162,12,3,11
2024-01-15,S077,SKU0114,32,5,20
2024-01-15,S078,SKU0059,15,3,12
2024-01-15,S078,SKU0202,9,2,7
2024-01-15,S078,SKU0034,8,3,12
2024-01-15,S078,SKU0140,12,3,12
2024-01-15,S078,SKU0120,4,2,5
2024-01-15,S078,SKU0082,9,3,12
2024-01-15,S078,SKU0012,5,2,7
2024-01-15,S078,SKU0218,0,3,12
2024-01-15,S078,SKU0048,8,3,12
2024-01-15,S078,SKU0079,12,3,12
2024-01-15,S078,SKU0065,2,2,5
2024-01-15,S078,SKU0101,8,2,7
2024-01-15,S078,SKU0172,8,3,12
2024-01-15,S078,SKU0107,2,3,12
2024-01-15,S078,SKU0026,6,3,12
2024-01-15,S078,SKU0158,0,2,5
2024-01-15,S078,SKU0171,8,3,12
2024-01-15,S078,SKU0027,6,3,12
2024-01-15,S078,SKU0019,9,2,7
2024-01-15,S078,SKU0050,24,3,12
2024-01-15,S078,SKU0028,10,3,12
2024-01-15,S078,SKU0192,4,3,12
2024-01-15,S078,SKU0103,10,3,12
2024-01-15,S078,SKU0093,5,3,12
2024-01-15,S078,SKU0230,14,3,12
2024-01-15,S078,SKU0250,10,3,12
2024-01-15,S078,SKU0060,9,3,12
2024-01-15,S078,SKU0087,3,2,5
2024-01-15,S078,SKU0007,5,2,5
2024-01-15,S078,SKU0096,6,2,5
2024-01-15,S079,SKU0089,23,5,20
2024-01-15,S079,SKU0235,15,3,11
2024-01-15,S079,SKU0179,10,3,11
2024-01-15,S079,SKU0143,17,3,11
2024-01-15,S079,SKU0026,26,5,20
2024-01-15,S079,SKU0228,14,5,20
2024-01-15,S079,SKU0197,22,5,20
2024-01-15,S079,SKU0137,13,3,11
2024-01-15,S079,SKU0147,16,5,20
2024-01-15,S079,SKU0122,9,2,7
2024-01-15,S079,SKU0177,21,5,20
2024-01-15,S079,SKU0171,20,5,20
2024-01-15,S079,SKU0083,8,3,11
2024-01-15,S079,SKU0236,15,3,11
2024-01-15,S079,SKU0198,8,3,11
2024-01-15,S079,SKU0016,17,5,20
2024-01-15,S079,SKU0084,3,5,20
2024-01-15,S079,SKU0151,10,3,11
2024-01-15,S079,SKU0135,7,5,20
2024-01-15,S079,SKU0229,6,2,7
2024-01-15,S079,SKU0168,8,3,11
2024-01-15,S079,SKU0246,8,3,11
2024-01-15,S079,SKU0222,13,5,20
2024-01-15,S079,SKU0046,10,3,11
2024-01-15,S079,SKU0165,32,5,20
2024-01-15,S079,SKU0003,10,3,11
2024-01-15,S079,SKU0194,11,3,11
2024-01-15,S079,SKU0226,13,3,11
2024-01-15,S079,SKU0132,14,3,11
2024-01-15,S079,SKU0015,22,5,20
2024-01-15,S080,SKU0150,17,5,20
2024-01-15,S080,SKU0076,28,5,20
2024-01-15,S080,SKU0003,14,3,11
2024-01-15,S080,SKU0204,24,5,20
2024-01-15,S080,SKU0172,16,5,20
2024-01-15,S080,SKU0053,9,2,7
2024-01-15,S080,SKU0054,4,2,7
2024-01-15,S080,SKU0197,9,5,20
2024-01-15,S080,SKU0077,12,5,20
2024-01-15,S080,SKU0044,25,5,20
2024-01-15,S080,SKU0133,21,5,20
2024-01-15,S080,SKU0060,19,5,20
2024-01-15,S080,SKU0137,7,3,11
2024-01-15,S080,SKU0222,27,5,20
2024-01-15,S080,SKU0012,13,3,11
2024-01-15,S080,SKU0236,13,3,11
2024-01-15,S080,SKU0112,20,5,20
2024-01-15,S080,SKU0170,10,3,11
2024-01-15,S080,SKU0173,21,5,20
2024-01-15,S080,SKU0117,4,2,7
2024-01-15,S080,SKU0156,7,2,7
2024-01-15,S080,SKU0103,16,5,20
2024-01-15,S080,SKU0022,22,5,20
2024-01-15,S080,SKU0090,10,5,20
2024-01-15,S080,SKU0176,32,5,20
2024-01-15,S080,SKU0243,17,5,20
2024-01-15,S080,SKU0161,20,5,20
2024-01-15,S080,SKU0004,8,2,7
2024-01-15,S080,SKU0107,5,5,20
2024-01-15,S080,SKU0139,7,2,7
2024-01-22,S001,SKU0227,13,3,13
2024-01-22,S001,SKU0025,3,2,5
2024-01-22,S001,SKU0249,17,3,13
2024-01-22,S001,SKU0191,6,2,7
2024-01-22,S001,SKU0005,15,3,13
2024-01-22,S001,SKU0069,19,3,13
2024-01-22,S001,SKU0162,6,2,7
